1	4	23	3	45	3	67	2	89	5
2	4	24	4	46	4	68	4	90	5
3	3	25	4	47		69	3	91	
4	3	26		48	2	70	1	92	2
5	3	27	5	49	1	71	4	93	4
6	4	28	2	50	4	72	2	94	5
7	1	29	1	51	3	73	4	95	2
8	2	30	3	52	5	74	3	96	4
9	3	31	5	53	3	75	1	97	5
10	5	32	2	54	4	76	4	98	5
11	3	33	2	55	5	77		99	2
12	5	34	5	56	3	78	3	100	1
13	3	35	4	57	2	79	2	101	1
14	4	36	3	58	3	80	1	102	3
15	3	37		59	1	81	4	103	4
16	5	38	2	60	4	82	5	104	1
17	1	39	1	61	2	83	2	105	4
18	4	40	2	62	3	84	1	106	1
19		41	2	63	4	85	3	107	5
20	5	42	4	64	4	86	4	108	3
21	1	43	4	65	3	87	2	109	2
22	3	44	3	66	5	88	5	110	4
