1	3	48	3	95	4	142	5	189	3
2	5	49	2	96	1	143	2	190	1
3	4	50	1	97	2	144	5	191	4
4	1	51	3	98	2	145	1	192	1
5	3	52	5	99	1	146	3	193	3
6	5	53	1	100	5	147	4	194	2
7	2	54	3	101	3	148	5	195	5
8	3	55	5	102	2	149		196	2
9	4	56	2	103	2	150	2	197	2
10	4	57	3	104	4	151	5	198	1
11	5	58	4	105	3	152	2	199	
12	1	59	5	106	2	153	4	200	3
13	2	60	2	107	4	154	5	201	3
14	1	61	1	108	5	155	2	202	5
15	5	62	2	109	4	156	4	203	2
16	3	63	3	110	2	157	5	204	2
17	1	64	3	111	3	158	3	205	3
18	4	65	1	112	1	159	4	206	1
19	2	66	5	113	1	160	5	207	1
20	5	67	3	114	3	161	5	208	2
21	2	68	4	115	4	162	3	209	1
22	3	69	3	116	4	163	5	210	4
23	1	70	4	117	3	164	3	211	
24	2	71	1	118	4	165	2	212	2
25	2	72	1	119	3	166		213	5
26	4	73	2	120	4	167	2	214	
27	4	74	2	121	2	168	2	215	2
28	5	75	4	122	3	169	3	216	5
29	4	76	2	123	2	170	5	217	3
30	2	77	4	124	3	171	2	218	1
31	1	78	1	125	1	172	5	219	5
32	4	79	5	126	4	173	4	220	4
33	3	80	2	127	4	174	1	221	1
34	4	81	4	128	2	175	3	222	1
35	2	82	1	129	3	176	5	223	4
36	4	83	4	130	3	177	4	224	3
37	1	84	3	131	4	178	5	225	5
38	5	85	3	132	1	179	2	226	3
39	3	86	5	133	5	180	1	227	3
40	3	87	4	134	2	181	2	228	4
41	5	88	1	135	4	182	3	229	2
42	1	89	3	136	3	183	4	230	5
43	3	90	4	137	3	184	2	231	2
44	1	91	4	138	5	185	1	232	3
45	5	92	2	139	1	186	5	233	1
46	3	93	5	140	4	187	5	234	5
47	5	94	4	141	3	188	4	235	5
