1		23	1	45	5	67	5	89	1
2	2	24	4	46		68	2	90	5
3	2	25		47	4	69	2	91	1
4	2	26	1	48	2	70	5	92	4
5	3	27	4	49	4	71	3	93	3
6	1	28	4	50	1	72	1	94	2
7	2	29	4	51	1	73	2	95	4
8	3	30	5	52	5	74	2	96	5
9	1	31	2	53	4	75	4	97	5
10	5	32	2	54	2	76		98	3
11	4	33	2	55	2	77	5	99	1
12	5	34	2	56	4	78	3	100	4
13	2	35	3	57	1	79	5	101	5
14	2	36	1	58	4	80	1	102	5
15	3	37	4	59	3	81	5	103	2
16	1	38	3	60	3	82	2	104	3
17	2	39		61	5	83	4	105	
18	3	40	1	62	1	84	3	106	5
19	5	41	4	63	4	85	1	107	1
20	2	42	3	64	3	86	3	108	3
21	1	43	4	65	3	87	5	109	5
22		44	4	66	4	88	1	110	5
