1	1	35	3	69	4	103	4	137	2
2	2	36	2	70	2	104	4	138	3
3	1	37	1	71	3	105	4	139	4
4	4	38	3	72	2	106	3	140	4
5	1	39	4	73	4	107		141	
6	1	40	5	74	3	108	2	142	5
7	1	41	2	75	2	109	5	143	4
8	5	42	2	76	1	110	1	144	5
9	1	43	1	77	5	111	3	145	3
10	5	44	5	78	3	112	3	146	2
11	2	45		79	2	113		147	4
12	2	46	1	80	4	114		148	1
13	3	47	5	81	5	115	1	149	2
14	1	48		82	2	116		150	4
15	3	49	4	83	2	117	1	151	2
16	5	50	4	84	3	118	1	152	4
17	2	51	2	85	5	119	3	153	2
18	1	52	2	86	5	120	3	154	5
19	2	53	5	87	4	121	2	155	4
20	4	54	3	88	4	122	2	156	4
21	4	55	4	89	5	123	3	157	4
22	1	56	3	90	2	124	4	158	1
23	4	57	1	91	3	125	1	159	1
24		58	4	92	5	126	1	160	4
25	5	59	5	93	3	127	3	161	2
26	3	60	5	94	1	128	1	162	4
27	3	61	2	95	4	129	4	163	1
28	2	62	3	96	2	130	4	164	4
29	3	63	5	97	3	131	5	165	1
30	4	64	5	98	4	132		166	4
31	2	65	2	99	2	133	5	167	4
32	5	66	2	100	1	134	3	168	3
33	4	67	4	101	5	135	5	169	3
34	4	68	1	102	2	136	5	170	3
