1	5	48	2	95	4	142		189	3
2	1	49	2	96	5	143		190	2
3	1	50	5	97	3	144	3	191	1
4	5	51	2	98	3	145	2	192	2
5	2	52	5	99	2	146	5	193	5
6	3	53	1	100	1	147	1	194	3
7	3	54	5	101	4	148		195	3
8	5	55	4	102	2	149	4	196	1
9	2	56	4	103	4	150	3	197	1
10	3	57	4	104	3	151	3	198	1
11	4	58	2	105	4	152	5	199	5
12	2	59	3	106	3	153	3	200	2
13	3	60	5	107	2	154	1	201	4
14	4	61	4	108	1	155	1	202	1
15	1	62	2	109	3	156	4	203	2
16	2	63	5	110	4	157	3	204	5
17	5	64	5	111	5	158	5	205	5
18	3	65	1	112	4	159	4	206	5
19	2	66	5	113	1	160		207	5
20	5	67	4	114	5	161	3	208	2
21	2	68	1	115	3	162	1	209	
22	3	69	2	116	2	163	2	210	4
23	4	70	4	117	5	164	5	211	2
24	2	71	3	118	5	165	1	212	4
25	2	72	5	119	5	166	3	213	4
26	3	73	2	120	1	167	5	214	1
27	4	74	4	121	5	168	1	215	1
28	3	75	1	122	4	169	3	216	4
29	4	76	1	123	4	170	3	217	1
30	3	77	4	124	1	171	1	218	4
31	4	78	1	125	1	172	1	219	4
32	3	79	3	126	2	173	5	220	5
33	4	80	5	127	5	174	3	221	
34	5	81	4	128	4	175	2	222	3
35	4	82	1	129	2	176	1	223	1
36	4	83	2	130	5	177	2	224	3
37	2	84	3	131	1	178	3	225	5
38	1	85	4	132	2	179	2	226	5
39	3	86	2	133	4	180	3	227	2
40	3	87	1	134	3	181	5	228	5
41	2	88	3	135	2	182	3	229	1
42	4	89	3	136	4	183	1	230	4
43	5	90	4	137	5	184	4	231	2
44	5	91	2	138	1	185	2	232	1
45	3	92	4	139	2	186	5	233	4
46	1	93	1	140	4	187	5	234	1
47	4	94	2	141	1	188	1	235	2
