1	2	48	3	95	4	142	3	189	5
2	5	49	5	96	3	143	4	190	4
3	2	50	3	97	4	144	5	191	4
4	4	51	4	98	2	145	3	192	2
5	4	52	5	99	3	146	3	193	1
6	1	53	1	100	3	147	2	194	1
7	4	54	5	101	3	148	2	195	5
8	5	55	2	102	5	149	3	196	4
9	1	56	4	103	1	150	4	197	3
10	3	57	4	104	3	151	4	198	1
11	1	58	4	105	3	152	5	199	4
12	2	59	5	106	5	153	1	200	5
13	4	60	2	107	1	154	5	201	3
14	3	61	5	108	3	155	3	202	2
15	1	62	3	109	4	156	2	203	4
16	2	63	4	110	2	157	4	204	5
17	3	64	2	111	3	158	4	205	3
18	1	65	3	112	4	159	4	206	2
19	2	66	2	113	2	160	1	207	4
20	4	67	5	114	4	161	4	208	5
21	2	68	2	115	3	162	5	209	4
22	2	69	1	116	4	163	3	210	2
23	5	70	4	117	5	164	4	211	1
24	2	71	4	118	1	165	2	212	5
25	4	72	3	119	5	166	2	213	3
26	5	73	5	120	5	167	4	214	1
27		74	3	121	4	168	2	215	3
28	5	75	4	122	3	169	5	216	4
29	1	76	1	123	5	170	1	217	3
30	3	77	3	124		171	4	218	3
31	3	78	1	125	4	172		219	3
32		79	4	126	2	173	4	220	4
33	4	80	3	127	4	174	2	221	3
34	5	81	4	128	4	175	3	222	4
35	3	82	3	129	2	176	3	223	
36	4	83	4	130	4	177	3	224	4
37	1	84	5	131	3	178	5	225	3
38	3	85	3	132	4	179	3	226	3
39	2	86	5	133	5	180	2	227	2
40	1	87	3	134	2	181	2	228	2
41	3	88	2	135	3	182	3	229	1
42	5	89	1	136	2	183	3	230	4
43	1	90	5	137	5	184	1	231	1
44	4	91	4	138	3	185	2	232	2
45	2	92	3	139	2	186	3	233	4
46	3	93	1	140	4	187	3	234	4
47	3	94	2	141	2	188	4	235	2
